"","salmonovary_02","salmonovary_03","salmonovary_07","salmonovary_09","salmonovary_10","salmonovary_11","salmonovary_12","salmonovary_13","salmonovary_14","salmonovary_15","salmonovary_16","salmonovary_17","salmonovary_18","salmonovary_19","salmonovary_20","salmonovary_21","salmonovary_22","salmonovary_23","salmonovary_24","salmonovary_26","salmonovary_27","salmonovary_28"
"XP_020330024.1",-10.09682774671,-10.1593137958968,-9.69669993983076,-10.0330054881734,-9.60093742145736,-9.74984146328828,-9.78830028458526,-9.65561480699917,-9.91078678874216,-9.85149926651439,-9.46899560112748,-9.66974768188392,-9.84172696319903,-9.60856573173618,-9.48448912793458,-9.84231215091702,-9.39227610635373,-9.67716088664527,-9.57152023903232,-9.61142604802992,-9.62405975054736,-9.49190791159373
"XP_020330042.1",-11.7834863548341,-11.8783087803398,-12.7199489301719,-12.7058830130437,-13.0870998062665,-12.9916770343458,-12.5842647810579,-12.750487016875,-12.4720489386883,-12.422574162843,-13.3530407197169,-12.4795572604044,-12.1872067325895,-12.2387751341376,-12.64610713283,-11.8089469217406,-12.8070775365586,-12.2780866729791,-12.6963535701129,-12.6546485929973,-12.2017862325598,-13.3185742085435
"XP_020330067.1",-8.35937533232185,-8.27379914949965,-8.95811407780359,-8.85531051058773,-9.39632459151977,-8.82797466010697,-9.03493742595082,-8.94305388893141,-9.0036290287848,-8.3657703250503,-8.6131879310484,-9.15078597885862,-9.12537934357938,-8.59974850746174,-8.91940404149363,-8.78378737088346,-8.94044512466632,-8.73634414125723,-8.88627995864912,-9.18833843752239,-8.61715738190046,-9.17615320089399
"XP_020330068.1",-15.3747153386312,-14.9478957639554,-15.8296749619513,-16.5163631662532,-16.4126161966278,-15.3501296280395,-16.1328150645399,-15.2356531352684,-15.2243329066069,-15.2745753805441,-15.9947636750664,-15.9785692902877,-16.2803209236612,-16.0773482878537,-15.3026778412368,-16.3966307412045,-15.3978613299764,-17.4686769384621,-15.156816330887,-14.9403459906669,-15.1039724812276,-15.4889338838416
"XP_020330070.1",-10.0828761848847,-10.7774935642723,-10.1704322591793,-10.6989156811994,-10.2324715152611,-10.4477230455891,-10.7049966944851,-10.8504817786736,-10.3254462397922,-10.3084148211922,-10.2587838650458,-10.7618415032123,-10.3382666417623,-10.2040904396676,-10.9721913869287,-10.4558403060112,-10.5612686492694,-10.5030789402023,-10.5614367295621,-10.6931367524103,-10.423445037352,-10.7124657352565
"XP_020330081.2",-18.1516259860163,-16.0265103276444,NA,NA,NA,NA,-17.7083974769744,-18.1785866598445,-16.3801739638565,-16.5257448065123,-17.1155847530851,-18.2461866111622,-15.2053793489869,-17.5284063552873,-19.2264406207481,-18.3615864239816,-19.6388749698475,-18.8005923474341,-17.3363231514459,-18.1142364188695,-19.0646430102578,-19.3774791925484
"XP_020330127.1",-10.3756580668411,-11.9789411858357,-10.6746534870831,-11.1584166681204,-13.2176901774341,-12.6571917613588,-12.4181936916431,-13.5278563366169,-10.2411363363837,-11.2804844860346,-11.692562855624,-11.4702805932874,-10.8893746763574,-11.4960685411337,-12.2665010135623,-11.7490040199882,-12.9082615318217,-11.4707485446174,-11.6775192045238,-11.3871297305185,-13.3548787923628,-11.3850852702086
"XP_020330153.1",-13.0944443755103,-12.0175932742671,-12.2663757658598,-11.7706514924038,-11.4155852657332,-11.4329558132373,-12.1900782011661,-11.4063942621191,-12.8160800182236,-12.6939965961733,-11.9477867529254,-11.9636189488218,-12.40119270658,-12.6935930352195,-11.7946864162581,-12.4428835780481,-11.321269963799,-11.6735178092886,-11.5681849634828,-11.9132031276365,-11.8037468001553,-11.6407979963391
"XP_020330162.1",-18.8446978793468,-18.21191886632,-18.2681663740747,-17.548825436025,-17.8898017649121,-17.2115676444201,-18.7769543855177,NA,-19.0288787777605,-18.7721133540289,-18.313535995435,-19.9123079399854,-19.6043242509683,-17.5981400857259,-17.4834971237013,-18.9475409690616,NA,-18.8992037334731,NA,-18.6596642871044,-18.0931855222718,-17.3610917460583
"XP_020330165.2",-10.40423915001,-9.88748073533379,-10.9411602498776,-10.6170167246323,-11.1579534532798,-10.5597881819982,-10.3229990012035,-10.528759882417,-11.0367622906443,-10.8012091276854,-10.1498887147478,-10.1460273091888,-10.6825968538176,-10.1945060557817,-10.283747003451,-10.5637887884017,-9.85395986408359,-11.0896987019063,-10.2750891508245,-11.3468579725228,-10.1752662678142,-10.4424079691495
"XP_020330166.2",-6.9146625144749,-6.38387189635147,-7.13145526709638,-6.94721379258055,-6.38018264096841,-6.67281118829596,-6.63314554467744,-6.44474561964869,-6.76422595183828,-7.05477072759519,-6.50102464790749,-6.69753424038998,-7.07152328759148,-7.14207264128895,-6.69775318457359,-6.57956042553987,-7.05101662470454,-7.11162525436708,-6.48686646247469,-6.47348295914099,-7.00413793772965,-6.95597531924877
"XP_020330168.1",-19.2830266513343,-15.1857796700729,NA,-19.1011461955261,-17.6953040377985,-18.5482023357882,NA,-14.5109498875642,-17.3490090234696,-17.7363654725511,-17.8101053979154,-19.2762765860643,-17.0035412327648,-19.3389907386114,NA,-18.7282541350828,-20.4333970768576,-17.6873228696265,-18.7889979335825,-17.8027099426323,-19.2930129372476,-18.6108217388367
"XP_020330183.1",-15.7319410629291,-14.1732402509867,-18.2724138957992,-15.753713039985,NA,NA,-17.6276110805824,-16.4034483929364,-15.3489653080875,NA,-17.9633572861541,NA,-16.602647064072,-17.3773932648426,-16.7581420845546,-18.8643492981084,-17.3763168073202,NA,-17.8413928736055,-16.2658295975396,-16.3865876520901,-16.6801434574026
"XP_020330191.1",-11.0941096448079,-11.2454101650029,-10.827536569615,-11.86030055854,-10.7090225488576,-10.6394752144269,-10.6783607398944,-10.4276325350116,-11.8559821432404,-10.2854356041314,-10.6328321174307,-10.2337953820252,-10.4208408391958,-10.7113509894591,-10.0959626040285,-10.4865165921563,-10.185834899057,-10.9935416541966,-10.2688935424086,-10.7930253692459,-9.97805504475345,-10.363666874446
"XP_020330192.1",-11.243243508159,-10.8975275659045,-10.8207886155127,-11.0649184172219,-9.82741948764942,-9.59596322025099,-10.3482662987736,-10.0190383935669,-11.0755516452855,-10.0811133683195,-10.0421662521529,-9.85351426783998,-10.8442503834066,-10.7490220549787,-9.9833521894524,-10.62790867929,-9.71492198241702,-10.9513034257127,-9.90046994719975,-10.4599659855173,-9.72094482200072,-9.76020209767088
"XP_020330194.1",-8.62618928867573,-8.07336946608836,-9.61643042197011,-8.78046310417296,-7.71924837381048,-7.93176152511327,-8.42531663928671,-7.30959848800916,-9.48368577178881,-8.5054536424671,-8.46822670842577,-8.04235488764621,-8.60699596807008,-8.72860532909985,-7.6995428595899,-8.42327954763088,-7.96063695628937,-9.39303070127022,-7.7005365460069,-7.8501852174007,-7.74216018546576,-8.48602791582275
"XP_020330211.1",-15.6795471393055,-16.0000275233614,-18.0698157481693,-18.5402562369419,-17.3158264872906,-17.7410159458395,-17.2671756463773,-18.2875149843522,-16.3684953109764,-16.5344380436987,-17.9793305511227,-16.604501194566,-15.952239211277,-19.0398628132815,-19.5968890782561,-18.6794707360313,-17.5505869026529,-18.2131388208884,-17.669725523146,-16.0248214980358,-19.2520110325123,-18.9395578025962
"XP_020330213.1",-7.72945415904052,-8.30563994208047,-8.0303706622506,-8.2625763091344,-8.13741861208949,-8.4855143662899,-8.18295431708346,-7.8524411015629,-8.57298307623067,-7.69548768652771,-8.44173349013195,-8.30538516561154,-7.66582499933102,-7.86379294090637,-8.27884925859198,-7.76259521604275,-8.1672032214473,-8.34428497554661,-7.78791254735695,-8.2855485770504,-7.56141313888199,-8.3330132535389
"XP_020330227.2",-17.2646655695126,-14.2425565373622,-18.1461937277334,-16.4351415544677,-17.0970877502088,-16.9140140893582,-19.4522095530765,-14.9413045012118,-15.8549305547552,-15.3250673815803,-16.1087473925695,-17.330315943916,-15.0710408047483,-16.4825579678289,-17.2472950552391,-17.3595267076291,-17.0548130615879,-18.1671654913001,-15.6824151861811,-16.5885776384796,-15.8861474281814,-16.476335923048
"XP_020330230.1",-10.0785913036846,-10.6103873401339,-11.084201509776,-10.6174794234948,-11.8722730015944,-13.2201722129143,-11.4529162428389,-10.9606114280119,-10.6798888832359,-11.0991276770832,-12.3308592846178,-11.2251363631093,-11.2929758092209,-11.3566104053036,-11.3356211637327,-10.973932257464,-10.9355562063745,-10.946673171836,-11.6049224437972,-11.1581199925429,-11.3151829592731,-11.6931796492614
"XP_020330256.2",-10.3500907241464,-10.8976346026699,-10.5861422353883,-10.505691304315,-10.3797765350557,-10.6825660375224,-10.9355575794576,-10.731063434311,-10.4818333056543,-10.5319556699959,-10.3813067882637,-10.5394392178676,-10.2464013587923,-10.6590711831731,-10.8045942108266,-10.7671408022564,-10.9809348539999,-10.4614876635935,-10.3633438317081,-10.6620972927986,-10.5184964051868,-10.8969677384678
"XP_020330272.1",-7.96470565044211,-8.01376765558889,-8.20584091747233,-8.53462398658368,-7.71327945046204,-7.84380945817095,-7.6726166638044,-7.59728088527243,-8.28668701849281,-7.45504571230026,-7.52608574288337,-7.69075009832059,-7.87402543428634,-7.71921366862073,-7.55729753468752,-7.65330674317236,-7.69819637657487,-8.07934551441442,-7.53768806686954,-7.85895441079212,-7.50827272085822,-7.71609498799918
"XP_020330291.1",-10.6012922218623,-9.01946192976478,-11.2299193810285,-11.0440458076117,-11.1877631055498,-11.2531640985109,-10.8586595983289,-9.37530075815162,-9.94744322751031,-9.61422081389374,-9.66614500345039,-10.3171977232347,-9.64408434615207,-11.2848325277178,-11.2719245118469,-10.2402334402747,-12.4888933657475,-11.6075065786189,-10.4416863240961,-9.77779647271912,-11.3527845765899,-10.5591792299313
"XP_020330305.1",-14.2897563639468,-14.647190635453,-13.8248915037686,NA,-15.5768316715485,-15.7293444597239,-14.2980872590143,-14.4607446919003,-14.2273558609836,-14.346088010705,-14.7814759766078,-14.4291654383667,-14.4913907222019,-14.5849541252667,-15.6113079804117,-14.1215887048847,-15.1528154910967,-14.7612925540951,-14.5954283474118,-14.5970385280018,-14.1323273971623,-14.9169122709876
"XP_020330308.1",-12.7520620137096,-12.131643780953,-12.2785472121059,-13.2768091172198,-10.5372833669079,-10.0457659006007,-11.2945749930801,-10.2267742457856,-13.1033836150147,-11.8528070873563,-10.766163474166,-11.4304682065982,-12.2496018016526,-12.0789748567549,-11.0778371911162,-12.1041133046921,-10.2651940934589,-12.3134395006796,-10.8887653595965,-11.7322702943003,-10.7504755403241,-10.279709237516
"XP_020330328.2",-17.178208753397,-17.6574522522309,-15.3530050496234,-17.8749074123097,-16.34342826886,-16.5614680623664,-17.4509878569789,-16.7671001266626,-16.435046503885,-15.7568778542986,-15.3169925076824,-16.1923921013915,-17.5277077163298,-16.6996077181622,-16.7417793811393,-16.2045897143474,-17.018689631904,-17.8100689855312,-17.569687505954,-16.6555160923778,-19.1094027579133,-14.832265175163
"XP_020330364.2",-13.9391694944926,-14.4986854987658,-13.8822686691652,-13.3906577977376,-13.0213462441905,-13.0019983515623,-13.4400149473944,-13.247088273486,-13.667932039954,-13.7949400664222,-13.3182915934238,-13.065603910553,-14.3884193053825,-13.5456352876276,-12.9658821702409,-13.5828506568372,-12.9944306964842,-13.9279533368032,-13.2295172538026,-13.0619572641739,-13.0339627599799,-13.0989008080672
"XP_020330367.1",-12.3409173714902,-14.9832408875614,-14.0515261347234,-11.8931536894982,-14.0301822979438,-14.7232500187089,-11.7103660777839,-15.6698850182587,-13.0670392312627,-12.4199711796194,-18.5221798165399,-14.0126373703583,-15.0942734639417,-11.3009271440326,-15.6561547019832,-10.8083287319177,-14.5361776683066,-16.454908098612,-14.5102137763654,-14.5369019766393,-16.0737080790663,-17.2497842417347
"XP_020330368.2",-15.0990198434048,-15.9758490973315,-14.3934545263634,-15.686603159548,-13.2644681690715,-13.4252994201506,-14.8028335409362,-13.3327035961444,-14.9818571053735,-14.3485765571357,-13.6656154692352,-13.6839258493104,-14.5670257095454,-14.9543494422917,-13.5282173530122,-14.3700186208145,-13.5115980404437,-14.4882564396941,-14.6707077403795,-13.9187990538277,-13.5775291695048,-13.7714348398709
"XP_020330370.2",-17.563869310135,-16.2455566086273,NA,-19.654040660562,-17.3476856012085,NA,-18.3378059343674,-17.0101603792859,-17.981093643265,-19.2889214463815,NA,NA,-17.9476494785861,-18.8798868015063,-19.5449597564445,-18.3099890902551,-16.1363259074051,NA,-17.8127116291516,-17.1841092732194,-18.081235267844,-19.6974246598641
"XP_020330381.1",-13.6649114507455,-13.195555549647,-12.986390904646,-17.9441634004026,-12.6753524787759,-12.4122086763271,-12.3030776518644,-12.0106897115394,-12.6384591182925,-12.3874170489047,-12.4588263813035,-12.7348220310085,-13.1124070595907,-13.18579395388,-12.0163274571697,-12.2676857481939,-12.1655419373632,-13.1048699732421,-13.03708901012,-11.8684616669357,-13.0547550677938,-12.2553543057892
"XP_020330432.1",-11.4609385782836,-11.8498518873462,-11.0563680430103,-11.7156790454569,-10.7153409096005,-11.3252311651682,-10.6824876995823,-11.2090662373852,-11.1239022245896,-11.0663309283745,-11.2871708428879,-10.9537321792261,-10.1961457101626,-11.3080128570928,-10.6483666064319,-10.3327634435781,-11.7522363118622,-11.2040034067814,-11.774336410994,-11.9645412687112,-11.3138463828408,-11.5364024278246
"XP_020330443.1",-9.39457931139594,-9.88172981776368,-10.3925253929402,-9.96147643161175,-10.8910370876154,-11.44062905234,-10.2530557176428,-11.1534952990788,-10.205817403611,-10.1408368675927,-11.1753040993192,-10.5549964138534,-10.0147544420722,-10.3793336754121,-10.7112542456162,-10.1229210013606,-11.301900008488,-10.5729922668123,-10.9694046499559,-10.4899487186012,-10.3227998253741,-11.7407268457458
